sig_z,longitude_mm,latitude_mm,risk_encoded
-0.6391986571451812,0.42528072682727647,0.3935144493274738,1
0.164532714577378,0.4196049407921594,0.3902872109024726,1
0.164532714577378,0.414659044507963,0.3913747946908155,1
-0.23733297128390157,0.41019804001633364,0.383153549074444,1
-0.03640012835326178,0.40655369538587216,0.38014382740711156,1
-0.8257791541522038,0.4248570845242954,0.3875172015803258,1
-0.43826581421454136,0.42323397305022414,0.37356505526701295,1
-0.23733297128390157,0.4135208248264597,0.388214143028366,1
-0.6391986571451812,0.4102899142507148,0.37431082700759094,1
-0.6391986571451812,0.41599632503062534,0.37684556310205536,1
-0.23733297128390157,0.40990710494079163,0.40195765081901724,1
-0.03640012835326178,0.4271641486320945,0.3840236161051183,1
0.164532714577378,0.4145212331563908,0.38735739335020203,1
0.164532714577378,0.41725704369130234,0.3844098193279177,1
-0.03640012835326178,0.4217792976725194,0.38903981888400585,1
-0.03640012835326178,0.42159044507962484,0.38854707684112405,1
-0.43826581421454136,0.4366220906492453,0.39953833177964226,1
0.164532714577378,0.425847284605962,0.3790074133262308,1
0.6238077841331261,0.42838913842384585,0.3880632130332491,2
-0.23733297128390157,0.41897202939975475,0.3928840946419852,1
-0.03640012835326178,0.4136994691710907,0.37640165135171133,1
0.17888506050099515,0.4147458146182119,0.37134105739778933,1
0.17888506050099515,0.41529706002449984,0.3701469347893639,1
-0.23733297128390157,0.43047162106982473,0.3864029830869624,1
-0.43826581421454136,0.41096365863617823,0.37554046255604384,1
-0.23733297128390157,0.4180073499387511,0.3836640475873397,1
0.8103882811401488,0.41685892200898333,0.38105828561282024,2
0.8103882811401488,0.41847692935892233,0.3844453322679452,2
-0.03640012835326178,0.43391690485912626,0.384946952545834,1
0.3654655575080178,0.4261586361780312,0.38707772894748527,1
1.2553110047722797,0.4184309922417313,0.38146668442313675,2
0.5807507463622748,0.42111065741118825,0.38913747946908156,2
1.3270727343903654,0.42024806043282936,0.3902073067874107,2
1.3127203884667482,0.42180992241731285,0.39073556177032015,2
1.0256734699944057,0.41451612903225765,0.3823101167487904,2
0.3941702493552521,0.3963709677419356,0.3729036267590004,1
-0.9980073052356093,0.24287974683544356,0.5144715230612155,0
0.5807507463622748,0.512295835034708,0.15377990855417945,1
-0.03640012835326178,0.5133728052266235,0.15647889199627113,0
-0.43826581421454136,0.49876990608411553,0.4634083544191415,1
-0.9980073052356093,0.4000765618619848,0.19096639588049902,0
-0.03640012835326178,0.4804103715802368,0.45591512407333423,1
-0.03640012835326178,0.48224275214373247,0.45608381053846503,1
0.164532714577378,0.5276031033074728,0.3193501131974964,1
-0.23733297128390157,0.5792364230298084,0.06568562169840636,1
-0.6391986571451812,0.60457329522254,0.1072979091756559,0
-0.03640012835326178,0.28178338097182554,0.7366404758733964,1
-0.03640012835326178,0.2842486729277258,0.7373729302614641,1
-0.03640012835326178,0.31502654144548803,0.2378523549518356,1
-0.43826581421454136,0.4177419354838712,0.10949527233985887,0
-0.6391986571451812,0.4217078399346672,0.10929551205220403,0
-0.6391986571451812,0.5448346263781136,0.17649043370178008,1
0.3654655575080178,0.5592588811759907,0.06370133617436854,1
0.3654655575080178,0.5606727235606366,0.05944422248856929,1
